year,month,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2016,2,48,60,15,33,800,53,3.4,1022.3,-17.5,0,WSW,4
2016,2,46,65,17,28,700,67,4.6,1020.4,-17.1,0,SW,4
2016,2,49,79,18,24,600,79,6.4,1018.9,-16.3,0,SW,3.9
2016,2,46,80,22,23,500,80,6.2,1017.3,-16.4,0,WSW,3.2
2016,2,43,72,15,23,500,84,7.3,1016.6,-16.2,0,SW,3.9
2016,2,46,78,15,25,500,86,7.6,1016.1,-15.3,0,SW,2.4
2016,2,53,80,16,31,600,79,7.5,1015.7,-14.7,0,WSW,2.7
2016,2,55,84,18,43,600,65,6.6,1015.8,-14.8,0,SW,2
2016,2,62,91,20,59,800,42,3.9,1016.6,-13,0,WSW,0.6
2016,2,72,98,22,79,1000,17,4.7,1017.7,-12.7,0,NE,1.5
2016,2,87,113,25,91,1300,7,5.3,1018.8,-13.2,0,NNE,1.6
2016,2,72,103,25,76,1000,18,4.8,1019.2,-11.3,0,ESE,0.7
2016,2,28,42,14,37,400,45,5.2,1019.5,-6.7,0,NW,2.1
2016,2,29,36,13,41,500,38,4.7,1019.7,-7.5,0,NW,1.6
2016,2,14,18,9,25,200,56,4.2,1019.9,-9.9,0,NNW,1.6
2016,2,7,7,6,20,200,63,2.6,1020,-10.3,0,ENE,1.1
2016,2,10,10,5,25,200,55,1.6,1020.3,-10.3,0,NE,1
2016,2,5,5,3,20,100,63,1.3,1020.3,-11.2,0,NE,1.2
2016,2,13,20,7,34,300,42,0.1,1020.5,-11.9,0,N,1.7
2016,2,17,19,5,30,300,46,0.1,1020.8,-12.6,0,N,1.5
2016,2,14,15,5,38,300,39,-2,1020.9,-11.6,0,E,1.2
2016,2,12,19,5,45,400,32,0.5,1021.6,-12.2,0,NE,1.5
2016,2,14,20,6,36,400,45,2.4,1022,-12.3,0,ENE,2.1
2016,2,18,23,6,35,400,48,4.6,1021.9,-12.4,0,NE,1.9
2016,2,18,21,6,31,300,58,5.4,1021.5,-12.6,0,NE,2.3
2016,2,16,16,4,20,200,74,6.5,1021,-11.2,0,ENE,2.1
2016,2,15,15,4,18,100,80,8.1,1020.3,-11.3,0,ENE,1.3
2016,2,14,14,4,22,200,78,7.7,1019.4,-11.1,0,ESE,1.6
2016,2,20,27,6,28,300,73,7.7,1019.1,-11.1,0,WSW,1.9
2016,2,24,34,7,23,200,81,7.8,1018.7,-11.6,0,WSW,1.3
2016,2,23,31,5,21,300,83,7.2,1018.7,-11.6,0,SW,2
2016,2,27,30,6,27,300,76,6.5,1018.8,-11.7,0,SW,1.2
2016,2,35,47,10,36,500,63,6.3,1019.5,-11.8,0,SSW,2.5
2016,2,49,83,21,54,900,33,5.2,1020.6,-9.8,0,SSW,2.2
2016,2,45,61,17,47,700,43,4.2,1021.3,-9.2,0,SW,2.1
2016,2,36,46,15,52,700,33,4.3,1022.1,-10.6,0,SSW,1.6
2016,2,47,65,19,75,1100,6,1.6,1023,-6.7,0,ENE,3.6
2016,2,50,63,20,61,1300,17,0.8,1022.9,-7.2,0,SE,2.8
2016,2,53,69,12,57,1200,14,0.9,1023.7,-7.1,0,E,1.4
2016,2,52,61,6,61,900,4,0.4,1023.6,-6,0,E,2
2016,2,47,47,5,58,1100,7,-1.1,1023.3,-7.1,0,ENE,1.6
2016,2,45,45,6,59,1200,2,-1.7,1023.2,-8,0,ESE,1.3
2016,2,57,58,10,57,1400,2,-3.1,1023.2,-8.6,0,E,0.5
2016,2,66,67,12,58,1600,2,-3.8,1023.4,-8.3,0,ENE,0.4
2016,2,68,68,11,58,1800,2,-4.6,1023.8,-8.7,0,ENE,0.5
2016,2,65,75,11,57,2000,2,-1,1024.4,-7,0,NE,0.9
2016,2,71,93,23,62,2000,3,1.3,1025.3,-7,0,ENE,1.3
2016,2,56,64,24,49,1500,24,3.1,1025.2,-10.2,0,NW,2.1
2016,2,32,32,13,25,800,56,4.3,1025,-14,0,NNW,3
2016,2,6,9,3,10,400,80,4.9,1024.9,-15.1,0,NNW,4
2016,2,10,20,3,10,300,83,4.9,1024.6,-15.1,0,NNW,3.9
2016,2,13,34,2,9,300,84,4.9,1024.6,-17.5,0,N,4.8
2016,2,5,51,2,8,300,86,5,1025.2,-20.4,0,N,4.7
2016,2,10,49,2,11,300,82,4.2,1026.4,-23.8,0,N,5.2
2016,2,9,39,2,11,300,82,2.8,1027.5,-23.9,0,N,5.7
2016,2,8,42,2,14,300,78,1.5,1028.8,-24,0,N,4.1
2016,2,10,29,2,16,300,75,0.4,1030.2,-22.6,0,N,5.8
2016,2,9,26,2,15,300,74,-0.4,1031.1,-21.3,0,N,5
2016,2,8,16,2,16,300,71,-1,1031.3,-21.2,0,NNE,4.7
2016,2,9,13,3,14,300,73,-1.4,1031.6,-20.4,0,NNE,3.5
2016,2,9,11,4,14,300,73,-1.8,1031.2,-19.8,0,NNE,3
2016,2,8,9,4,17,300,67,-2.3,1030.7,-19.7,0,NE,2
2016,2,5,11,5,28,300,53,-3.3,1030.9,-19.7,0,ESE,1.4
2016,2,8,11,4,22,300,58,-4.8,1030.9,-18.3,0,ENE,0.9
2016,2,10,10,3,17,300,65,-5.3,1030.7,-18.4,0,E,0.9
2016,2,13,16,5,42,600,30,-6.3,1030.8,-16.6,0,E,1.2
2016,2,13,17,5,46,600,26,-7,1031.3,-17.2,0,E,1.1
2016,2,14,17,8,46,700,27,-6.9,1031.7,-17.7,0,N,0.5
2016,2,15,16,5,34,500,43,-7,1032.2,-18.4,0,NE,0.7
2016,2,10,15,4,34,500,44,-4,1032.9,-19.5,0,SSW,0.9
2016,2,13,17,4,32,500,49,-2.1,1033.1,-19.1,0,N,1.1
2016,2,15,17,5,30,500,53,-1.1,1032.7,-18.7,0,NE,1.5
2016,2,19,25,7,38,700,44,0.3,1032.2,-18,0,ESE,1.1
2016,2,36,42,15,44,900,42,1.6,1031.1,-17.9,0,W,1.7
2016,2,43,43,15,34,700,58,2.9,1029.3,-17.3,0,ESE,1.7
2016,2,41,42,13,24,600,75,3.4,1028.2,-16.9,0,SSW,2.4
2016,2,49,59,16,31,700,67,3.1,1027.4,-17.2,0,SW,2.8
2016,2,49,59,18,32,700,68,2.7,1026.6,-17,0,SSW,1.5
2016,2,55,72,29,35,800,67,2.6,1025.8,-17,0,S,2
2016,2,57,71,21,37,800,60,2.2,1025.5,-16.3,0,SSW,2.6
2016,2,52,70,18,46,800,45,2,1025.8,-16,0,SW,3.1
2016,2,52,69,17,53,900,33,1.5,1025.5,-16,0,SSW,2.1
2016,2,60,77,20,69,1200,13,1.6,1025.3,-15.4,0,SSW,1.4
2016,2,77,85,25,77,1400,5,1.2,1025.2,-15.3,0,SSW,1.3
2016,2,68,75,20,75,1400,7,0.7,1024.9,-15.3,0,S,1.1
2016,3,70,71,24,76,1500,4,0.4,1023.9,-14.8,0,S,1.4
2016,3,90,95,32,75,1700,4,0.6,1023.8,-13.1,0,S,1.3
2016,3,98,98,27,76,1700,2,0.2,1023.1,-12.5,0,SSE,1.3
2016,3,106,108,29,71,1500,2,-1,1022.7,-11.5,0,ENE,1.1
2016,3,113,113,27,69,1600,4,-1.5,1022.4,-11.4,0,E,1
2016,3,98,98,34,73,2000,3,-2.7,1022.4,-11,0,ENE,1.2
2016,3,106,119,38,77,2700,4,-3.8,1022.5,-10.7,0,NNE,0.4
2016,3,114,119,39,74,2700,4,-4.1,1022.6,-10.1,0,E,1
2016,3,111,119,30,70,2500,5,-1.7,1022.6,-9.6,0,ENE,1.1
2016,3,113,117,34,67,2200,10,0.1,1022.6,-9.4,0,ENE,2
2016,3,99,101,35,58,1800,23,2,1022,-10.5,0,ENE,2
2016,3,100,101,34,64,1900,28,3.7,1021.4,-10.7,0,NNE,1
2016,3,102,102,33,73,1900,30,5.5,1020.5,-11.2,0,E,1.1
2016,3,116,116,33,78,2000,36,7.7,1018.9,-10.6,0,SSE,1.8
2016,3,121,121,37,82,2000,45,9,1017.5,-10.5,0,SW,2.5
2016,3,116,116,32,74,1400,55,10,1016.5,-10.8,0,SW,2.8
2016,3,109,112,28,62,1300,70,10.4,1016.1,-11,0,SW,2.8
2016,3,118,118,31,63,1300,67,10.1,1015.6,-10.7,0,SSW,2.4
2016,3,126,131,29,66,1200,65,9,1015.7,-10.5,0,SW,2.9
2016,3,146,159,33,88,1500,38,7.4,1015.9,-10,0,SSW,0.6
2016,3,172,195,42,111,1900,14,6.8,1016.1,-9.6,0,WSW,1.3
2016,3,188,198,39,113,2000,10,4.4,1016.1,-8.7,0,NW,0.7
2016,3,205,207,42,118,2400,4,5.2,1015.9,-9,0,SSW,1.3
2016,3,224,224,42,118,2600,5,2.6,1015.4,-8.2,0,NE,0.5
2016,3,230,230,36,115,2900,5,0.8,1015,-8,0,E,0.7
2016,3,232,232,34,113,3200,5,0.6,1014.8,-7.4,0,E,0.5
2016,3,247,247,39,113,3600,5,-0.5,1014.2,-6.5,0,NE,0.6
2016,3,228,228,32,109,3500,3,-1.1,1013.5,-6.9,0,ENE,1.2
2016,3,181,181,36,110,3600,3,-1.1,1013.2,-7.5,0,E,1
2016,3,191,191,47,112,3800,4,-1.7,1013.2,-7.6,0,ESE,0.8
2016,3,219,219,45,105,3600,5,-1.9,1013.4,-7.4,0,E,0.5
2016,3,213,213,38,100,3500,4,-2.1,1013.6,-7.2,0,NE,1
2016,3,194,194,40,94,3100,3,0.5,1013.7,-6.2,0,ESE,0.7
2016,3,189,189,54,96,2800,8,4.7,1013.9,-8.1,0,ENE,1.5
2016,3,208,208,53,111,3100,13,7.3,1014.1,-7.9,0,NE,1.1
2016,3,219,219,50,126,3100,21,10.4,1013.5,-7.8,0,E,1.2
2016,3,216,216,41,145,3100,24,13,1012.9,-7.1,0,E,1.3
2016,3,215,215,36,152,2900,29,16.2,1011.6,-7.5,0,E,1.1
2016,3,180,180,33,122,2400,50,18.3,1010.6,-8.8,0,S,1.7
2016,3,135,135,29,95,1700,69,18.8,1010,-8.4,0,SW,2
2016,3,115,115,22,63,1200,97,18.6,1009.6,-7.8,0,S,2.6
2016,3,93,93,19,48,1000,106,17.9,1009.6,-6.8,0,SSW,1.9
2016,3,120,126,22,71,1300,84,16.1,1009.7,-6.9,0,SSE,1.2
2016,3,128,131,28,122,1800,19,14.7,1009.9,-5.7,0,SSE,1.1
2016,3,138,141,33,127,2000,9,12.5,1009.9,-5.5,0,S,0.9
2016,3,153,156,38,127,2000,2,11.6,1010.2,-4.6,0,SSW,1
2016,3,174,174,43,121,2400,3,7.9,1010.4,-4.2,0,ENE,0.7
2016,3,185,187,43,122,3200,4,6.5,1009.9,-4.3,0,ENE,1.3
2016,3,167,167,49,108,2800,3,10.5,1009.1,-4.7,0,SW,2
2016,3,146,146,47,94,2000,2,10.6,1008.7,-4.6,0,WSW,1.3
2016,3,144,144,35,89,2100,2,5.2,1008.3,-3.1,0,ENE,1.3
2016,3,149,149,37,81,1800,2,4.4,1007.6,-3.2,0,SE,0.2
2016,3,172,172,41,78,2200,6,4,1007.6,-3.1,0,E,1.5
2016,3,200,200,40,107,3700,3,3.4,1007.8,-3.4,0,NNE,1.3
2016,3,238,238,44,119,4400,4,2.3,1008.1,-3.2,0,ENE,0.7
2016,3,229,229,37,95,3100,2,3,1008.5,-1.7,0,NNE,1.3
2016,3,231,231,36,89,2800,2,3.7,1009.2,-1.5,0,ENE,1.2
2016,3,242,242,41,93,3200,2,4.7,1009.3,-0.5,0,NE,1.4
2016,3,268,268,59,102,3500,5,7.3,1009.3,-0.2,0,ENE,1.2
2016,3,290,290,68,95,3600,17,9.5,1008.7,0.1,0,E,1.4
2016,3,308,308,70,88,3400,35,10.6,1008.1,0.6,0,ENE,1.5
2016,3,320,320,62,98,3500,36,11.9,1007.4,0.6,0,ENE,1.7
2016,3,334,334,64,109,3800,38,12.8,1006.8,0.8,0,E,0.9
2016,3,335,335,64,103,3700,50,13.6,1006.8,0.6,0,SE,1.4
2016,3,336,336,61,91,3300,68,13.9,1007,0.8,0,SE,1.4
2016,3,343,343,53,92,3400,71,13.3,1007.3,0.6,0,E,1.3
2016,3,349,349,44,102,3400,56,11.1,1008.2,0.8,0,ENE,0.9
2016,3,358,358,31,132,3400,14,8.6,1009,1,0,NNE,1
2016,3,364,364,25,141,3900,2,6.7,1009.8,1,0,ENE,0.6
2016,3,366,366,24,140,3900,2,5.5,1010.2,1,0,NE,1.1
2016,3,368,368,26,134,3800,2,5,1010.7,0.7,0,NE,0.1
2016,3,369,369,27,137,4100,2,5,1011.1,1.1,0,E,1.3
2016,3,375,375,33,144,4900,2,4.5,1011.5,0.6,0,ENE,1.1
2016,3,390,390,41,135,4800,2,4.2,1012,0.7,0,E,0.9
2016,3,341,341,71,101,3700,10,6.7,1012.4,1.2,0,ESE,2
2016,3,330,330,63,104,4000,2,4.7,1012.4,0.5,0,E,0.3
2016,3,315,315,56,99,4100,2,3.3,1012.3,0.3,0,ESE,1.1
2016,3,288,288,54,94,4300,2,2,1012.8,-0.3,0,NE,0.5
2016,3,292,292,54,92,4500,2,2.2,1013.1,-0.1,0,E,1.2
2016,3,288,288,65,91,4800,2,3,1013.7,-0.1,0,ESE,0.6
2016,3,280,280,70,85,4900,2,4.7,1014.2,0.3,0,SE,1.4
2016,3,278,278,78,85,4800,3,5.3,1014,0.3,0,E,1.4
2016,3,297,297,90,88,5000,7,6.7,1014.4,0.4,0,ESE,1.1
2016,3,316,316,84,98,5200,6,6.8,1014.1,0.5,0,E,1.6
2016,3,323,323,78,106,5300,4,7.3,1013.9,0.7,0,ESE,0.6
2016,3,337,337,75,114,5200,3,7.5,1013.1,0.7,0,ENE,1.3
2016,3,324,324,74,103,4100,20,7.9,1012.5,-0.1,0,E,2.1
2016,3,295,295,66,93,3600,27,7.6,1013,-0.4,0,E,0.7
2016,3,291,291,65,91,3500,30,7.5,1012.8,-0.2,0,ESE,1.3
2016,3,296,296,64,103,3600,17,7.9,1013.6,-0.6,0,ENE,0.8
2016,3,296,296,58,117,3800,7,6.8,1013.9,-0.2,0,ENE,1.4
2016,3,315,315,53,132,4300,2,7.3,1014.6,0,0,NE,1.5
2016,3,357,357,52,143,4800,2,6.6,1015,0.9,0,NE,1.1
2016,3,334,334,53,131,4800,2,6.1,1015.6,0.2,0,ENE,1.6
2016,3,236,236,45,102,3100,2,9.6,1015.4,-0.3,0,N,2.8
2016,3,156,264,32,45,1400,33,9.7,1015.3,0.3,0,N,2.1
2016,3,163,647,11,13,500,60,10,1015.2,-2.3,0,NNW,2.4
2016,3,176,800,5,9,400,64,10,1015.2,-8.2,0,NW,3.7
2016,3,140,615,3,8,400,64,9.3,1015.9,-11.4,0,NW,3.3
2016,3,94,413,2,6,300,73,8.8,1015.8,-15,0,NW,3.6
2016,3,77,374,2,5,300,68,8.3,1015.8,-15.4,0,NW,3.1
2016,3,77,372,3,7,300,71,7.8,1015.8,-15.1,0,NW,4
2016,3,74,361,2,7,300,74,7.2,1016.1,-15.6,0,WNW,4.5
2016,3,64,330,2,10,300,72,6.8,1016.6,-15.3,0,WNW,3.1
2016,3,62,282,2,14,400,66,7.2,1017.2,-15.6,0,WNW,3.5
2016,3,58,247,2,15,400,66,8.1,1017.3,-14.9,0,NW,3.6
2016,3,56,248,2,11,300,72,9.1,1017.3,-15.5,0,NW,3.8
2016,3,58,263,2,9,300,76,10,1017,-14.7,0,WNW,4.6
2016,3,58,247,2,8,300,78,10.3,1016.2,-15.3,0,NW,5.4
2016,3,58,213,2,8,300,80,10.7,1015.2,-16.7,0,NW,5.2
2016,3,58,180,2,8,300,84,11.7,1014.4,-16.8,0,WNW,5.6
2016,3,56,182,2,8,400,88,11.7,1014.1,-17.9,0,NW,4.8
2016,3,60,205,2,10,300,87,11.6,1013.7,-18,0,NNW,4.9
2016,3,66,218,2,11,300,85,11.1,1013.9,-16.4,0,NNW,3.9
2016,3,64,214,2,14,400,82,10.5,1014.3,-16.8,0,NW,2.9
2016,3,63,200,2,20,400,71,9.4,1015.2,-15.2,0,NNW,1.6
2016,3,66,197,3,24,500,61,9.2,1015.7,-15.4,0,NNW,1.3
2016,3,57,191,3,25,500,56,7.6,1016,-14,0,N,0.8
2016,3,59,184,4,31,500,47,4.6,1016.3,-12.4,0,ESE,0.9
2016,3,58,162,6,39,600,33,3,1016.2,-11.7,0,NE,0.3
2016,3,45,134,7,63,900,7,2,1016.4,-10.5,0,NW,0.2
2016,3,52,119,9,70,1100,2,0.9,1016.4,-9.7,0,E,0.7
2016,3,53,115,14,69,1500,2,0.9,1016.4,-10,0,NW,0.2
2016,3,57,127,15,72,1800,2,-0.1,1016,-8.1,0,NA,0.1
2016,3,59,117,14,68,1700,2,1.2,1015.4,-9.4,0,ENE,1.4
2016,3,54,128,16,68,1600,2,0.7,1015.4,-10.8,0,WNW,0.7
2016,3,43,94,11,63,1000,2,0.3,1015,-10.5,0,NE,1.4
2016,3,33,65,6,51,800,10,0.5,1014.8,-11,0,ENE,1.2
2016,3,23,50,5,41,600,22,2.1,1014.8,-10.8,0,NE,1.7
2016,3,23,59,6,41,700,22,3.8,1014.7,-11,0,NNE,1.8
2016,3,37,69,10,41,800,26,5.5,1014.5,-11.2,0,NNE,1.7
2016,3,48,103,23,48,1200,23,6.8,1013.9,-10.5,0,NE,1.8
2016,3,63,152,31,51,1500,28,7.8,1013.1,-10.1,0,ENE,1.8
2016,3,78,181,35,59,1700,27,8.3,1012,-9.2,0,NE,1.4
2016,3,89,203,38,59,1800,33,9.9,1010.6,-8.7,0,NE,1.3
2016,3,105,257,46,66,1800,35,10.4,1010,-8.8,0,E,2
2016,3,122,296,52,75,1900,34,10.6,1009.6,-9.2,0,SE,1.8
2016,3,139,308,55,78,1900,34,10.1,1010,-8.6,0,ENE,1.1
2016,3,144,311,55,86,2000,24,9.3,1010.6,-7,0,ENE,1.8
2016,3,147,320,53,99,1900,8,7.1,1011.4,-5.9,0,NNE,0.9
2016,3,139,292,52,98,2200,2,6.9,1011.4,-8.7,0,ESE,1.1
2016,3,115,236,45,87,2100,2,5.1,1011.8,-8.1,0,SSE,1
2016,3,113,214,39,86,2200,2,5.3,1012.5,-7.2,0,W,0.9
2016,3,99,205,39,87,2500,2,4.4,1012.8,-6.8,0,ESE,0.5
2016,3,122,246,49,88,2100,2,4.2,1013.1,-6.7,0,E,1.2
2016,3,125,260,52,88,2800,2,3,1013.3,-5.7,0,ESE,0.9
2016,3,127,260,52,86,3100,2,2.2,1013.6,-5.7,0,ESE,1.1
2016,3,128,250,47,84,3300,2,1.1,1014.1,-6,0,SSW,0.3
2016,3,130,234,49,83,3500,2,0.7,1014.4,-6.2,0,ENE,0.6
2016,3,114,201,35,74,3100,2,3.6,1014.9,-10.8,0,NW,1.9
2016,3,67,100,23,63,1800,6,5.1,1015.5,-12.4,0,NE,1.4
2016,3,31,43,10,50,1000,17,5.7,1016.4,-15,0,NNW,2.5
2016,3,20,32,5,38,700,34,6.4,1017.6,-15,0,NNW,2.4
2016,3,10,35,5,26,600,51,7.2,1018.5,-14.3,0,NNW,3.1
2016,3,16,31,3,11,300,73,8.4,1018.6,-15.3,0,NW,2.3
2016,3,12,35,2,7,300,81,8.9,1018.5,-14.9,0,WNW,3.2
2016,3,10,20,2,8,300,86,8.9,1018.1,-17.2,0,NW,5.4
2016,3,21,59,2,7,300,96,9.5,1017.7,-16.7,0,NW,5.1
2016,3,8,51,2,7,300,97,9.8,1017.6,-18.3,0,WNW,6.2
2016,3,16,76,2,6,200,96,9.8,1017.5,-19.4,0,WNW,5.7
2016,3,10,51,2,7,300,94,9.5,1017.9,-18.6,0,WNW,6.3
2016,3,9,38,2,9,300,89,8.6,1018.6,-19.3,0,NW,6.1
2016,3,11,56,2,11,300,84,7.3,1018.8,-20.3,0,NNW,5.2
2016,3,12,58,2,13,300,80,6,1019.7,-20.4,0,N,5.6
2016,3,11,63,2,19,400,68,5,1020.4,-20.4,0,N,6.5
2016,3,13,24,2,17,400,69,4.1,1022.3,-21.9,0,N,5.2
2016,3,10,25,2,14,300,72,2.7,1023.3,-22.2,0,NE,2.1
2016,3,3,23,2,10,300,76,2.1,1024,-22.7,0,NE,3.3
2016,3,10,25,2,10,300,74,1.6,1024,-23.1,0,NE,2.7
2016,3,12,25,2,12,300,69,0.7,1024.6,-21,0,ENE,3.3
2016,3,12,30,2,12,300,68,0.1,1025.3,-22.1,0,ENE,4.8
2016,3,12,36,2,15,300,62,0,1025.8,-22.9,0,NE,2.8
2016,3,15,24,2,13,300,63,-0.6,1025.8,-22.7,0,NE,2.5
2016,3,14,25,2,6,300,77,-0.8,1026.1,-22.9,0,NE,3.4
2016,3,8,29,2,8,300,74,-1.2,1027.2,-23.9,0,NE,2.7
2016,3,12,22,2,12,300,69,-1.2,1027.7,-23.9,0,NE,3
2016,3,9,24,3,15,400,67,-0.5,1028.4,-25.6,0,N,4.3
2016,3,10,22,3,15,400,67,-0.3,1029,-24.6,0,ENE,3.6
2016,3,11,22,3,12,400,70,0.4,1029,-24.1,0,ENE,2.7
2016,3,14,20,4,12,400,72,1.8,1028.7,-25.6,0,N,3.1
2016,3,18,18,4,12,400,75,3.1,1027.4,-25.7,0,NNW,2.5
2016,3,10,11,4,9,400,82,3.5,1026.4,-25.4,0,N,2.6
2016,3,11,13,4,9,400,86,4.8,1025.4,-24.4,0,N,2.3
2016,3,11,17,3,9,400,90,5.1,1024.8,-25.3,0,NNE,2.1
2016,3,17,20,3,10,400,90,5.7,1024.5,-23.7,0,WNW,3
2016,3,7,21,3,12,400,87,5,1024.5,-24.2,0,NNW,3.5
2016,3,17,23,3,13,400,83,4.3,1025,-22.7,0,N,2.9
2016,3,18,27,3,20,500,71,3.4,1025.9,-21.7,0,N,2.5
2016,3,11,21,3,23,400,63,3,1026.9,-22,0,NNW,3
2016,3,15,15,2,19,400,66,2.4,1027.7,-22.5,0,NNW,3.3
2016,3,11,13,2,15,400,68,1.8,1028.1,-21.4,0,NNE,4.4
2016,3,10,15,2,14,400,68,1,1028.6,-20.1,0,NNE,3.6
2016,3,13,13,2,12,400,68,0.5,1028.6,-19.9,0,NNE,3
2016,3,7,10,2,11,400,66,0.2,1029.2,-21.4,0,N,3.8
2016,3,10,10,3,10,300,67,-0.3,1029.9,-21.8,0,N,4.6
2016,3,4,9,3,9,300,68,-1.2,1030.2,-22.6,0,NE,1.9
2016,3,3,7,3,10,200,61,-1.3,1030.5,-22.6,0,NNE,2.3
2016,3,9,9,4,11,300,60,-2.1,1030.9,-22.7,0,NE,1.8
2016,3,13,13,6,16,300,51,-1.8,1030.9,-23.1,0,N,2.3
2016,3,10,10,7,20,400,46,-1.7,1030.9,-23,0,N,3.6
2016,3,9,12,8,22,500,45,-1.1,1031.2,-23.1,0,NNE,2.5
2016,3,13,19,8,12,500,58,-0.5,1031.4,-23.3,0,NNE,3.9
2016,3,17,21,7,10,400,62,0.3,1031.4,-23.4,0,WNW,4.2
2016,3,16,16,6,6,400,69,1.1,1030.7,-22.7,0,NNW,3.5
2016,3,16,16,5,5,400,74,2,1030.1,-22.8,0,NW,3.5
2016,3,11,11,6,5,400,76,2.9,1028.6,-22.9,0,NW,4.6
2016,3,10,10,5,5,300,80,3.5,1027.6,-23.3,0,NW,4.6
2016,3,6,16,4,4,400,84,4.4,1026.8,-23.6,0,WNW,4.4
2016,3,11,19,4,5,300,84,4.7,1026.3,-23.4,0,WNW,4.7
2016,3,12,22,3,8,400,81,4.6,1026.2,-23.4,0,WNW,5
2016,3,13,24,4,11,500,75,3.9,1026.5,-24,0,WNW,5.3
2016,3,11,24,4,15,500,67,3.6,1027.2,-24.2,0,WNW,4.3
2016,3,13,33,3,15,600,65,3.5,1027.8,-24.3,0,WNW,4
2016,3,14,43,3,15,500,61,3.1,1028.8,-23.6,0,NW,2.7
2016,3,12,37,3,12,400,63,2.1,1029.4,-23.5,0,NW,1.6
2016,3,12,37,3,8,500,69,1.7,1029.8,-23.9,0,NW,3.4
2016,3,6,31,2,8,500,69,0.8,1029.9,-24.6,0,NW,2.6
2016,3,10,21,3,7,500,70,0.8,1029.8,-23,0,WNW,3.5
2016,3,10,26,4,8,600,66,0.5,1029.9,-22.5,0,NW,3.5
2016,3,3,19,4,7,500,68,-0.2,1029.7,-22.4,0,NW,2.4
2016,3,9,17,4,8,500,65,-0.5,1029.4,-22.6,0,NNW,2.1
2016,3,7,14,4,9,400,63,-1.3,1029.2,-22.6,0,NNW,1.8
2016,3,9,17,5,12,400,59,-1.8,1029.2,-22.4,0,NW,1.3
2016,3,8,15,5,17,400,55,-1.7,1029.2,-22.4,0,NW,2.2
2016,3,11,20,4,22,500,50,-0.3,1029.1,-21.8,0,NNW,3
2016,3,12,30,4,11,400,65,1,1029.2,-20.7,0,NNW,3.1
2016,3,9,30,4,8,400,71,2.2,1029,-21.1,0,NNW,4
2016,3,4,29,4,5,400,76,3.1,1028.3,-21.1,0,NNW,3.8
2016,3,11,36,5,4,300,79,3.8,1027.4,-19.8,0,NW,4.8
2016,3,12,34,5,4,300,81,5,1025.9,-19.6,0,NNW,3.9
2016,3,18,38,3,4,300,85,6,1024.4,-19.6,0,NW,5.4
2016,3,16,41,3,5,300,85,6.5,1023.4,-20.9,0,NW,6.2
2016,3,17,49,5,9,300,86,7.1,1022.9,-19.5,0,WNW,4.9
2016,3,21,57,7,16,400,78,6.5,1022.6,-19.2,0,NW,5.5
2016,3,18,58,7,23,500,68,5.7,1022.6,-19.8,0,NW,3.6
2016,3,27,55,7,34,500,53,5.3,1023.1,-20.1,0,NW,5.5
2016,3,16,63,4,14,400,70,4.9,1023.7,-19.6,0,NW,2.9
2016,3,16,71,4,13,400,69,4,1024.2,-18.9,0,NW,1.6
2016,3,7,70,4,14,600,66,3.7,1024.6,-18.5,0,NNW,1.3
2016,3,13,62,4,16,500,62,3.2,1024.5,-18.3,0,NW,1.4
2016,3,10,49,2,9,400,71,0.4,1024.2,-16.5,0,NE,1.6
2016,3,10,46,2,6,400,74,-0.7,1023.9,-16.2,0,ENE,1.4
2016,3,15,46,2,8,500,70,-1.7,1023.6,-15.9,0,NNE,0.6
2016,3,13,44,2,11,400,65,-2.9,1023,-14.6,0,E,0.7
2016,3,10,46,4,24,700,44,-0.7,1022.9,-15.4,0,NNE,0.9
2016,3,8,43,5,24,500,48,-3.1,1023.1,-15.1,0,NE,1.1
2016,3,12,33,3,22,400,54,-3.4,1023.2,-16,0,NE,0.9
2016,3,7,29,5,30,500,44,-4.4,1023.2,-14.6,0,ENE,0.6
2016,3,13,30,7,37,600,37,0.8,1023.1,-17,0,E,1.3
2016,3,11,26,7,28,500,50,2.1,1023.1,-18.6,0,ENE,2.1
2016,3,16,23,5,17,500,64,3.5,1022.7,-20,0,N,2.5
2016,3,11,18,4,11,400,74,4.8,1021.8,-20.5,0,NW,2.6
2016,3,18,18,4,11,400,77,5.5,1020.8,-20,0,N,2.3
2016,3,16,16,4,13,400,77,7.5,1019.2,-20.2,0,SW,1.5
2016,3,16,34,5,15,400,80,7.6,1018,-20.1,0,SW,3
2016,3,28,45,7,17,400,82,8.4,1016.9,-19.4,0,WSW,2.7
2016,3,27,42,7,19,500,84,7.8,1016.4,-18.1,0,S,2.4
2016,3,27,53,7,21,500,85,7.7,1015.9,-18.2,0,S,1.7
2016,3,30,62,8,27,500,74,6.6,1015.8,-17.5,0,SW,3.7
2016,3,39,64,11,39,600,54,5.9,1016.2,-16.7,0,SW,2.3
2016,3,36,63,9,54,600,36,5.6,1016.3,-17.6,0,SW,3.6
2016,3,40,67,12,69,700,18,5.2,1016.5,-17.3,0,SSW,2.5
2016,3,57,91,20,80,1000,7,4.5,1016.8,-17.2,0,SSW,1.8
2016,3,61,90,16,70,1000,17,4.2,1016.6,-16.8,0,SW,1.9
