,SO2,TEMP,PRES,RAIN,wd,WSPM,season
1680,5,0,1026,0,negligible,0.1,fall
1681,2,12,1013.4,0,ESE,0.6,fall
1682,33,-1.1,1022.9,0,W,1,fall
1683,45,3.9,1017.1,0,S,2,winter
1684,13,16.6,1011.7,0,ESE,0.6,spring
1685,36,18.4,1010.6,0,SSW,2.2,spring
1686,39,5.6,1016.2,0,NNE,2.4,fall
1687,14,26.2,995.9,0,W,0.8,summer
1688,2,23.8,997.3,2.4,W,0.8,summer
1689,4,7.5,1019.2,0,SW,1.6,spring
1690,3,8.5,1014.4,0,SW,0.3,spring
1691,2,6.5,1016.7,0,W,1.2,fall
1692,19,14,1005.4,0,E,1.6,spring
1693,10,31.1,1001.1,0,SW,2.1,summer
1694,5,2,1013,0.3,SSW,1.6,winter
1695,25,14.1,1014.6,0,SW,0.7,spring
1696,23,22.5,1011.7,0,E,1.7,fall
1697,46,2.6,1022,0,SSE,1.2,winter
1698,48,2.5,1021.8,0,ESE,1.2,winter
1699,7,3.8,1023.3,0,ESE,1.1,winter
1700,3,23.1,1009.8,0,SSW,1,fall
1701,2,16.5,1009.9,0,SSE,1.1,fall
1702,2,21.2,993.7,0.2,SW,1.6,spring
1703,15,12.6,1011.1,0,SSE,1.2,spring
1704,1,3.5,1023,0,W,0.7,fall
1705,11,11.4,1009,0,SW,1.2,spring
1706,8,22.3,1003.9,0,WSW,2.5,spring
1707,2,8.3,1015.5,0,ENE,1.2,fall
1708,2,10.4,1021.2,0,E,1.1,fall
1709,39,31.9,1000.9,0,SW,4.1,spring
1710,14,3,1015,0,WNW,1.7,winter
1711,2,20.7,999.8,0,NNE,1.4,summer
1712,2,31.8,1000,0,S,2.5,summer
1713,2,10.9,1026,0,NW,2.8,fall
1714,2,30.8,1000.6,0,E,2.3,summer
1715,3,4.9,1014.8,0,NNE,2.3,spring
1716,25,10.8,1004.8,0,SSE,1.4,spring
1717,19,8.9,1012.1,0,S,0.8,fall
1718,67,-0.7,1013,0,ENE,1.5,winter
1719,4,22.1,997.9,0.1,W,1.2,summer
1720,8,7,1015,0,NE,1.8,winter
1721,17,19.3,1011.1,0,E,1.3,spring
1722,3,-2.7,1025.5,0,NNW,4,winter
1723,2,33.3,996.5,0,SSE,1,summer
1724,5,16.8,1013.6,0,ENE,1.7,fall
1725,5,4,1024.1,0,N,2.9,winter
1726,7,21.7,998.1,0.2,N,3.3,summer
1727,9,9.9,1013.5,0,SSW,1.4,spring
1728,6,32,996.1,0,S,1.8,summer
1729,9,1.8,1018,0,NNE,1.9,winter
1730,8,25.3,1003,0,E,0.6,summer
1731,2,19.8,1013.2,0,NNE,3,spring
1732,14,6.9,1024,0,S,2.2,fall
1733,2,33.2,1004.9,0,E,1.9,summer
1734,8,24.5,1006.8,0,ENE,1.8,spring
1735,3,25.3,1006.4,0,E,1.1,summer
1736,18,6.2,1009.9,0,S,2.7,winter
1737,34,-1.9,1025.2,0,WSW,2.5,winter
1738,10,29.4,995.5,0,WNW,1.3,summer
1739,4,3,1020,0,NNW,3.6,winter
1740,11,-0.2,1025.3,0,ENE,1.1,fall
1741,2,33.5,1004.1,0,SE,3,summer
1742,8,7.2,1011.1,0,NNW,5.8,fall
1743,24,1.5,1016.3,0,SSW,0.5,fall
1744,2,15.1,1009.1,0,NE,1.3,spring
1745,15,14.2,1015,0,SW,1.2,fall
1746,25,25.4,1013.9,0,SSW,2.9,fall
1747,15,24.3,1002.5,0,ESE,0.9,summer
1748,26,13.8,1010.8,0,SSW,2.7,spring
1749,2,7.2,1023.2,0,ENE,7.8,spring
1750,3,32.2,1000.2,0,WSW,2,summer
1751,5,9.1,1016.3,0,SE,1.3,fall
1752,4,24.3,1006,0,WNW,3.6,fall
1753,70,4.7,1014.2,0,SE,1.5,spring
1754,28,-1.8,1013.4,0,ENE,1.8,spring
1755,91,-2.1,1016.2,0,W,0.8,spring
1756,3,4,1016.8,0,WSW,2.8,spring
1757,2.5704,22.6,999.7,0,W,1.5,summer
1758,7,24.5,996.6,0,W,7.5,spring
1759,26,27.4,1000.6,0,NW,1.3,summer
1760,19,8.1,1025.8,0,ENE,1.9,fall
1761,27,24.5,1007.6,0,SSW,3.8,spring
1762,2,20.3,1001.5,1.5,WNW,1.3,summer
1763,13,11.3,1027.6,0,SW,3.2,fall
1764,22,3,1017,0,SSW,1.5,winter
1765,14,11.5,1020.3,0,NNE,1.7,fall
1766,2,23.4,996.8,0,WNW,4.1,spring
1767,2,18.65,1009.75,3.4,SW,1.4,fall
1768,13,15.4,1010.4,0,NNE,1.5,spring
1769,4,20.4,1007.1,0,E,2,spring
1770,6,-0.9,1019.1,0,SW,1.1,spring
1771,2,18.2,1014.4,0,W,2.8,spring
1772,36,17.1,1008.3,0,SE,1.6,spring
1773,3,27,995.6,0,NW,5.3,summer
1774,29,25.2,1003.7,0,WSW,2.6,fall
1775,2,24.7,1004.6,0,NE,1.7,summer
1776,32,-3.4,1029.2,0,SE,2,winter
1777,2,10.9,1013.5,0,W,0.8,fall
1778,14,21.3,1004.2,0,SE,3.4,spring
1779,4,-0.9,1021.7,0,NW,4.2,winter
1780,12,21.3,1007,0,ENE,1.3,spring
1781,6,30.7,996,0,ESE,1.8,summer
1782,47,28.2,1004.5,0,SW,2.4,spring
1783,3,25.3,999.7,0,SSW,1.1,summer
1784,29,-4.4,1028.5,0,ENE,1.4,fall
1785,14,2,1025,0,WNW,4.5,winter
1786,6,25,994.9,0,ENE,1,summer
1787,2,31,1006.3,0,SW,1.4,summer
1788,6,14.4,1013.8,0,SE,1.4,fall
1789,3,0.5,1023.2,0,WNW,0.9,fall
1790,19,-2.7,1010.2,0,WNW,1.3,winter
1791,8,32.9,999.1,0,ENE,1.3,summer
1792,5,1.2,1015.9,0,WNW,3.6,winter
1793,74,2.4,1025.2,0,E,1.3,winter
1794,2,10.5,1013.1,0,ENE,1.1,fall
1795,2,16.8,1010.8,0,NW,2.9,spring
1796,36,13,1014.6,0,WSW,1.6,spring
1797,47,24.3,994.9,0,NE,2.9,spring
1798,2,26.2,993.6,0,SW,4.5,summer
1799,46,5.4,1017,0,S,1,winter
1800,2,18.6,1008.6,1,ENE,0.7,fall
1801,3,24.2,995.9,0,E,2.5,summer
1802,16,9.6,1017.9,0,NE,2.8,spring
1803,2,27.2,998.7,0,NE,1.9,fall
1804,10,23,1003.2,0,SSW,3,spring
1805,2,5.1,1017.5,0,NW,5.7,winter
1806,2,10.1,1013.4,1.6,ENE,0.8,fall
1807,2,24.4,999.3,0,NNE,1.9,summer
1808,13,2,1028,0,W,2.2,winter
1809,8,3.9,1022.1,0,NW,3.6,spring
1810,21,-6.1,1030.9,0,WSW,1.4,winter
1811,3,31.5,999.7,0,NW,1.3,summer
1812,34,15.5,1003.4,0,S,1.1,spring
1813,54,4.3,1019.8,0,NE,2.1,winter
1814,15,-2.2,1033.7,0,NW,1.3,fall
1815,2,23.9,999.7,0,N,1.5,summer
1816,36,24.3,1002.8,0,SW,2.3,spring
1817,160,3.7,1020.2,0,ENE,2.3,winter
1818,2,22.7,1009.1,0,SW,4.7,spring
1819,2,21.6,1001.5,0.9,SSW,0.9,summer
1820,5,22.5,1001.9,0,SSW,0.9,fall
1821,4,23.8,1000.5,0,negligible,0.1,summer
1822,18,-0.9,1019.8,0,negligible,0.1,winter
1823,28,22.9,999.9,0,SE,1.9,spring
1824,19,17.3,1005.3,0,NE,1.3,fall
1825,9,25.8,998.8,0,S,0.2,summer
1826,3,29.5,994,0,NNW,3.4,spring
1827,4.284,26,999,0,W,1.2,summer
1828,3,23.8,1011.2,0,SW,1.5,fall
1829,2,15.6,1006,0,NW,1.2,fall
1830,7,18.4,1016,0,WSW,1.6,fall
1831,2,18.4,1015.8,1.3,E,0.8,fall
1832,14,1.7,1019.1,0.1,NE,1.3,winter
1833,20,0.8,1030.9,0,WNW,3.9,winter
1834,45,5.1,1011.8,0,SSE,1.1,spring
1835,14,-1.1,1028,0,WNW,3.9,winter
1836,5,10.4,1023.4,0,SW,4.1,spring
1837,42,14.8,1011.9,0,E,2.1,spring
1838,6,20.3,1005.2,0,negligible,0.1,fall
1839,2,14.4,1024.5,0.1,NW,1.4,fall
1840,2,16.975,1024.5,0,NE,3.5,fall
1841,12,1.9,1017.2,0,ENE,1.8,winter
1842,12,31.8,999.7,0,SSE,2.1,summer
1843,2,30.5,1003.3,0,SW,3.4,spring
1844,7,20.5,999.2,0,SSW,1.3,spring
1845,2,21.3,1002.5,0,SE,1.5,spring
1846,25,10.2,1003.3,0,WNW,0.8,spring
1847,2,14.4,1017.7,0,NNW,0.4,fall
1848,4,20.9,1009.7,0,E,1,spring
1849,2,23.1,1003.9,0,ESE,1.7,summer
1850,2,34.1,1000.5,0,E,3.9,summer
1851,24,17.8,1015.8,0,ESE,2.4,spring
1852,2,22.9,1009.1,0,S,0.9,fall
1853,60,-2,1017.4,0,E,1.4,spring
1854,4,29.8,993.9,0,S,0.8,summer
1855,14,20.4,1002.1,0,WNW,0.5,summer
1856,3,23.7,997.7,0,WNW,0.8,summer
1857,3,4.9,1028.3,0,N,1.2,fall
1858,36,-0.4,1029,0,S,1,winter
1859,6,22.4,998.5,0,SSW,2,spring
1860,2,21,1005.4,0,SW,2.5,spring
1861,135,7.3,1019.8,0,ESE,0.4,winter
1862,57,21.8,1005.6,0,SW,1.8,fall
1863,2,9.9,1018.4,0,negligible,0.1,fall
1864,2,30.2,1001.9,0,ESE,2,summer
1865,2,12.9,1009.9,0,NNE,0.9,fall
1866,2,10.1,1017.8,0,NNW,1.7,fall
1867,8,25.2,1007.2,0,SSW,1.1,spring
1868,10,29.3,1004.2,0,S,3,spring
1869,2,20.6,1005.7,0,SE,0.8,fall
1870,4,26.7,1001.9,0,ESE,1.4,summer
1871,2,28.2,1003.3,0,S,2.1,summer
1872,15,-1.9,1028.9,0,ENE,1.5,winter
1873,7,24.3,1001.5,0,ENE,1.2,summer
1874,49,1,1018,0,WSW,0.2,winter
1875,17,33.4,996.4,0,S,2.1,spring
1876,20,26.8,995.3,0,SE,4.3,spring
1877,10,23.5,1015.2,0,NE,1.9,spring
1878,21,1.4,1017.7,0,NE,2.7,spring
1879,7,1,1023.9,0,ESE,1.7,winter
1880,2,19.2,1005.7,0,NW,4.1,spring
1881,17,20.8,1000.8,0,E,1.7,spring
1882,4,29.4,990.4,0,S,1.8,summer
1883,14,18.6,1015.2,0,WSW,3.2,spring
1884,8,5.3,1012.4,0,NE,2.1,fall
1885,30,12.5,1009.9,0,ESE,2.9,spring
1886,2,18,1003.6,0,NW,5.9,spring
1887,67,-0.5,1013.2,0,NNW,0.8,spring
1888,5,24.6,999.5,0,NW,3.1,summer
1889,64,0.3,1014.8,0,S,0.5,spring
1890,8,23.6,998.4,0,S,1.1,summer
1891,2,19.7,1002,0,W,0.8,summer
1892,25,0.5,1011.1,0,WNW,2.4,winter
1893,49,4.7,1030.4,0,SSW,2.4,winter
1894,20,11.7,1007.1,0,SW,1.7,spring
1895,2,7,1018.6,0.2,WNW,1.1,fall
1896,6,-2.4,1027.5,0,NE,2,winter
1897,8,0.1,1023.9,0.5,E,1.6,fall
1898,3,-9.7,1036.7,0,NNW,4.2,winter
1899,10,4.3,1021.5,0,SW,1.8,spring
1900,15,12.5,1012.8,0,WSW,2.1,spring
1901,3,3.3,1015.2,0,SSW,0.7,spring
1902,3,11.7,1010.5,0,WNW,4.4,spring
1903,13,-4.6,1031.4,0,ENE,1.6,winter
1904,2,29.8,1003.1,0,S,3.3,summer
1905,25,18.8,1010.2,0,NNW,0.8,fall
1906,4,16.6,1014.3,0,SE,1,fall
1907,4,24.2,998.7,0,SSE,0.7,summer
1908,49,7,1007,0,NW,1.4,winter
1909,24,21.3,1003.9,0,SW,1.7,spring
1910,13,24,1000.7,0,WSW,1.3,spring
1911,4,12.3,1022.3,0,SW,3.6,spring
1912,13,-2.8,1033.2,0,NW,1.8,winter
1913,2,14.6,1006.7,0,NNW,1.2,spring
1914,6,14.8,1017,0,WNW,2.3,fall
1915,2,12.3,1010,0,NE,1.2,fall
1916,4,26.5,995.8,0,WSW,1.7,spring
1917,8,32.4,998.7,0,WSW,2,summer
1918,2,27.4,1001.3,0,NNE,2.1,summer
1919,50,-0.3,1021.6,0,WSW,1,winter
1920,59,-1.3,1025,0,E,2,fall
1921,4,9.466666667,1023,0,NE,1.5,fall
1922,15,15,1014.4,0,N,0.9,spring
1923,27,-5.3,1035.2,0,NE,2.7,winter
1924,15,22.6,1005.4,0,SE,2.4,fall
1925,3,12.7,1013.5,0,ENE,0.9,fall
1926,4,-1.4,1025,0,NW,2.1,winter
1927,2,27.6,1002.8,0,ESE,1.5,summer
1928,3,21.7,1001.6,0,ENE,1,summer
1929,12,29.8,999.9,0,S,3.5,spring
1930,15,25.2,1008.3,0,SSW,2.6,spring
1931,42,26.1,999.9,0,SSW,1.4,spring
1932,28,18.3,997.3,0,ENE,1,spring
1933,5,24.7,995.8,0,SSW,0.9,summer
1934,28,11.4,1005.5,0,E,0.7,spring
1935,23,2.1,1029.2,0,E,1.4,fall
1936,2,15.6,1010.6,0,NE,0.6,fall
1937,11,6.4,1016.6,0,WSW,1.5,fall
1938,7,22.4,1008.8,0,E,1.1,summer
1939,5,22.2,1002,0,ESE,1.9,summer
1940,34,26.8,1000.9,0,S,1.9,summer
1941,11,12.6,1010.3,0,WNW,1.3,fall
1942,8,16.2,1012.7,0.1,NNE,1.5,fall
1943,3,28,1000.6,0,SW,5.1,spring
1944,2,25.6,1006.3,0,ENE,2,summer
1945,8,24.7,998.7,0,NNE,1.8,summer
1946,2,24.1,1001.8,0,N,1.1,summer
1947,78,10.7,1011.7,0,SSW,1.1,fall
1948,14,-2.4,1029,0,W,1.1,winter
1949,15,30.3,1002.5,0,S,3,fall
1950,6,-6.8,1027.2,0,NNW,2.1,winter
1951,2,29.4,998.4,0,WSW,1.1,summer
1952,10,6.2,1029.4,0,NE,2.2,winter
1953,22,16.4,1009.9,0,SW,3.7,spring
1954,3,10.6,1010.6,0,WNW,5.4,winter
1955,4,2.6,1015.6,0,NE,1.8,winter
1956,67,1,1012,0,negligible,0.1,winter
1957,2,26.2,997.5,0,ESE,2.6,summer
1958,5,8.7,1005.9,0,WNW,0.6,fall
1959,2,20.8,1004.3,2.3,NW,0.8,fall
1960,31,8.8,1015.6,0,NE,2.2,spring
1961,105,-3.3,1010.7,0,W,0.8,winter
1962,37,5,1019.4,0,SSE,1.4,fall
1963,3,11.6,1014,0,NE,1.3,fall
1964,10,24.1,997.2,0,SSE,1.7,summer
1965,3,0.3,1017.7,0,NW,5.3,winter
1966,36,9.3,1019.2,0,W,0.8,winter
1967,19,3,1003.1,0,S,3.1,spring
1968,4,26.6,1010.2,0,SSW,2.6,fall
1969,23,-2.1,1025.2,0,SE,0.3,winter
1970,10,4,1013,0,WNW,5.8,winter
1971,3,27.3,1005.6,0,SE,0.9,summer
1972,23,20.5,1007.5,0,SE,1.8,spring
1973,2,21.3,1004.3,0,WNW,0.9,summer
1974,2,15.2,1024.7,0.3,E,0.5,fall
1975,57,1.8,1027,0,SW,0.7,winter
1976,5,30.9,990.3,0,WSW,1.5,summer
1977,5,17,1000.7,0,SSE,2.6,spring
1978,2,12.8,993.5,0,WNW,2.7,spring
1979,5,28.7,995.2,0,SE,3.1,summer
1980,5,6.5,1016.5,0,ENE,0.9,spring
1981,66,26.8,1006.9,0,NNE,1.6,fall
1982,5,8.7,1013.8,0,SSE,1.2,spring
1983,2,19.6,1006.5,0,N,2,fall
1984,4,1.2,1026,0,NW,6.1,winter
1985,3,21.2,996.7,0,W,1.2,summer
1986,6,28.7,1003,0,SSW,0.8,summer
1987,9,3.8,1018.7,0,N,2.6,winter
1988,4,13.4,1022.5,0,NNW,3.7,spring
1989,3,33.7,1006.3,0,SE,2.6,summer
1990,3,25.8,1000.2,0,SW,1.4,summer
1991,2,29.4,1001.4,0,SE,2.7,summer
1992,9,1.5,1021.1,0,NE,1.1,winter
1993,3,11.1,1025.7,0,S,1.1,fall
1994,2,19.6,999.5,0,E,1.4,summer
1995,2,24.8,1000.5,0,WSW,2.4,fall
1996,16,21.4,1006.2,0,NE,1.2,fall
1997,3,11,1011.3,0,W,4,spring
1998,65,7.3,1015.3,0,NE,0.9,spring
1999,4,-2.9,1032,0,WNW,5.5,winter
2000,5,2.2,1020.8,0,ENE,1.4,winter
2001,2,24.2,1003.9,0,NE,1.4,summer
2002,3,3.9,1013,0,WNW,5.7,winter
2003,20,6.2,1024,0,SE,1,winter
2004,2,16.3,1014.6,0,negligible,0.1,fall
2005,51,-1.9,1014.2,0,W,1,winter
2006,40,12.3,999.7,0,NE,2.2,spring
2007,3,17,1002.1,0,ENE,2,spring
2008,13,7.2,1025.8,0,WSW,0.8,fall
2009,110,18.2,1011.6,0,NE,2.1,fall
2010,2,29.6,1000,0,N,1.2,spring
2011,3,24.4,1004,0,WSW,2.5,summer
2012,7,29.3,997.6,0,SW,4.1,summer
2013,2,24.6,1003.2,0,NNE,1.8,summer
2014,42,1.8,1017.8,0,W,0.8,fall
2015,19,-5.7,1017.9,0,E,1.1,winter
2016,3,28.1,991.1,0,SSW,1.2,summer
2017,8,3,1020,0,WNW,3.7,winter
2018,24,25,1002.3,0,SW,4.1,spring
2019,13,6.4,1016.3,0,SSE,1.2,spring
2020,7,6.7,1021.3,0,E,2.8,winter
2021,9,20.7,1009.2,0,S,1.5,fall
2022,11,24.3,1001.9,0,SSE,0.9,summer
2023,2,6.3,1008.6,0,ESE,0.4,spring
2024,2,27.9,1006.2,0,E,1.8,fall
2025,8,18.8,1016.4,0,WSW,2.6,fall
2026,153,-4.4,1024.4,0,NE,0.7,winter
2027,5,23.7,995.2,0,ESE,0.6,summer
2028,67,-4.2,1024.3,0,NE,1.7,winter
2029,29,3.4,1014.5,0,E,1,winter
2030,5,2.4,1020.3,0,NE,2.2,fall
2031,5,19.3,1017.1,0,E,1.5,fall
2032,21,2.4,1026.7,0,SSE,2.5,winter
2033,21,16.1,1001.6,0,SE,2.3,spring
2034,7,26.7,1000.9,3,negligible,0.1,summer
2035,4,14.2,1007.6,0,NE,1.3,spring
2036,48,28.2,1000.1,0,ENE,2.1,spring
2037,2,17.8,1011.6,0,E,1.9,fall
2038,38,-3.525,1027,0,NE,1.4,winter
2039,9,-3.7,1023.5,0,N,2,winter
2040,2,23.3,1000.4,0,ESE,0.4,summer
2041,4,9,1029.9,0,NNW,2.3,winter
2042,2,21.6,1002.6,0,NE,1,summer
2043,11,19.5,999.1,0,SW,2.9,spring
2044,106,-2.5,1029.2,0,W,1.3,winter
2045,4,5.2,1032.6,0,NW,3.8,fall
2046,5,15.9,1025.2,0,WNW,2.4,spring
2047,79,12.6,1012.9,0,E,1.1,fall
2048,78,5.9,1015.9,0,SSW,1.3,spring
2049,14,7.1,1022.3,0,SSW,1.4,fall
2050,14,32.6,999.5,0,SW,2,summer
2051,2,20.6,1007.3,0,ENE,0.6,fall
2052,90,-4,1011,0,SW,0.6,winter
2053,8,20.3,999.9,0,W,1.6,fall
2054,2,18.8,1010.3,0,WNW,1.4,fall
2055,2,6,1029.3,0,E,0.8,fall
2056,29,23.6,997.4,2.1,W,1.9,summer
2057,2,8.1,1029.3,0,ENE,2.4,spring
2058,69,4,1007,0,SW,1.5,winter
2059,9,-1,1023.8,0,ESE,1.7,winter
2060,8,25.8,997.8,0,E,2.1,summer
2061,37,-4.1,1012.4,0,NE,0.8,winter
2062,9,10.3,1006.6,0,WNW,0.9,fall
2063,15,7.2,1017.3,0,E,2.4,winter
2064,3,13.5,1019.5,0,ENE,1,fall
2065,62,3.2,1013.4,0,NW,0.8,winter
2066,5,-13.8,1038.7,0,NW,4.9,winter
2067,2,10.9,1019.1,0.6,NNW,1.7,fall
2068,2,30.4,1005.8,0,SSE,2,summer
2069,2,22.2,1008.1,0,ESE,0.9,summer
2070,11,1.5,1020,0,WNW,0.8,fall
2071,18,2,1013,0,SSW,1.6,winter
2072,29,14.6,1006.9,0,NW,1.6,spring
2073,19,20.7,996.3,0,NE,0.2,spring
2074,8,-6.7,1029.5,0,NE,1.2,winter
2075,23,22,1003.8,0,SW,3.9,spring
2076,8,2.7,1031,0,WNW,2.3,winter
2077,45,2.8,1015,0,WNW,0.6,winter
2078,29,-2.8,1022,0,WSW,1,winter
2079,17,32.6,998.1,0,SW,2.2,summer
2080,4,34.6,988.2,0,WSW,2.8,summer
2081,2,23.4,1005.4,0,SW,1.3,summer
2082,64,12.4,1011.3,0,NW,2.2,spring
2083,2,14.3,1013.3,0,SSE,1.4,fall
2084,12,27,1007.2,0,S,3.2,fall
2085,10,34.1,996.2,0,SSW,2.7,summer
2086,6,-3.9,1025.6,0,NE,1.2,winter
2087,90,3.5,1013.1,0,W,0.7,spring
2088,49,-2.6,1013.4,0,WSW,0.8,winter
2089,5,19,1005.8,0,SW,0.8,fall
2090,2,27.7,1007,0,NE,2.1,fall
2091,2,12.2,1019.6,0,NE,2.3,fall
2092,33,34.4,998.6,0,SW,2.9,summer
2093,2,13.9,1010.4,0,SSW,1.8,spring
2094,33,-7.3,1031.2,0,NE,1.3,winter
2095,2,27.1,1011.3,0,N,2.4,fall
2096,6,0.2,1031.9,0,NW,4,winter
2097,2,8.5,1027,0,ENE,1.6,fall
2098,18,-3.2,1028.7,0,SW,0.9,winter
2099,25,3.4,1014.5,0,W,1.9,winter
2100,2,18.8,999,0,W,0.9,summer
2101,2,2.3,1015.5,0,NW,6.3,winter
2102,20,22.1,1003.3,0,WSW,1,spring
2103,7,16.8,1015.5,0,ENE,1,spring
2104,10,23.9,1001.4,0,negligible,0.1,fall
2105,6,8.8,1017.1,0,WSW,0.9,fall
2106,3,26.4,996.2,0,E,1,summer
2107,4,9.2,1012,0,NNE,1.8,winter
2108,70,4,1014,0,WNW,1.6,winter
2109,18,16.5,1017.5,0,NNE,2.9,fall
2110,7,15.8,1021,0,WNW,3.5,fall
2111,2,26.1,992.8,0,ENE,1.8,summer
2112,2,24.1,1003.6,0.5,N,2,summer
2113,2,30.8,1008.4,0,NNE,2.7,summer
2114,9,13.2,1009.1,0,SSW,0.7,spring
2115,3,12.1,1007.6,0,NE,3.8,spring
2116,1.428,22.7,997.3,0,ESE,0.2,summer
2117,38,12.8,1004.5,0,E,1.3,spring
2118,6,-1.2,1023.3,0,ENE,1.8,winter
2119,11,15.9,1004.2,0,SSW,2.6,spring
2120,7,12.6,1015.4,0,W,1,fall
2121,2,10.5,1021.8,0,E,1.3,fall
2122,9,11,1010.8,0,NNE,1.7,spring
2123,29,9.4,1010.9,0,WNW,0.8,spring
2124,4,-0.6,1034.5,0,N,2.6,winter
2125,75,-3.3,1030.8,0,SE,1.6,winter
2126,5,18.7,1006.5,0.5,ESE,0.7,summer
2127,7,7.8,1025,0,WSW,1,fall
2128,2,8.8,1009.6,3.9,NNE,1.6,spring
2129,2,20.4,1004.9,0,WSW,1.4,summer
2130,2,25.7,1002.1,0,W,2,spring
2131,9,4.9,1014.1,0,SSE,0.8,spring
2132,7,1.7,1027.9,0,NNW,4.8,winter
2133,2,19.6,1012.7,0,NE,0.5,summer
2134,3,0.4,1026.7,0,NNW,6.4,winter
2135,2,8.125,1022.25,1.8,NE,3.2,fall
2136,4.284,21.4,1004.6,0,S,1,summer
2137,18,16,1001.4,0,ESE,1.3,spring
2138,4,11.3,1013.5,0,NNW,0.5,fall
2139,17,14.6,1012.6,0,ESE,3.1,spring
2140,25,4,1019,0,SW,1.3,winter
2141,5,30.9,998.7,0,SW,3.6,spring
2142,43,24.1,1006.3,0,SW,2.5,spring
2143,5,4.8,1028,0,NW,4,winter
2144,3,24.6,1015.4,0,ENE,2.7,fall
2145,21,4.2,1015.2,0,ESE,1.5,spring
2146,11,22.8,1005.8,0,E,1,spring
2147,17,6.04,1019.2,0,SW,2.6,winter
2148,13,2.3,1022.6,0,NE,3.2,winter
2149,8,9.1,1003,0,W,5.2,spring
2150,5,5.6,1026.3,0,E,1.2,fall
2151,6,18,1016.6,0,ENE,1.4,fall
2152,6,1.2,1022.7,0,NNW,3.3,winter
2153,3,18.1,1001,0,S,1.4,fall
2154,25,8.6,1010.4,0,WNW,0.8,spring
2155,11,25.9,1002.7,0,E,1.3,spring
2156,3,24.1,1007.1,0,NW,4.3,fall
2157,106,-7,1013,0,WNW,1.1,winter
2158,3,20.7,991.2,0,ESE,0.9,spring
2159,120,7,1012,0,SW,1.4,winter
2160,9,25.9,998.8,0,SW,1.1,summer
2161,110,2.8,1017.7,0,NW,2,spring
2162,2,24,1003.1,0,ENE,1,summer
2163,2,18.8,998.9,0,NW,2.4,spring
2164,2,30.1,1004.8,0,NNW,4.8,summer
2165,16,21.2,1007.4,0,SSW,1.2,fall
2166,10,-4,1029,0,W,1,winter
2167,24,8.5,1020,0,SW,1.2,winter
2168,9,1.4,1030.2,0,NW,2.3,winter
2169,42,0,1016.1,0,ENE,1.8,winter
2170,2,24.9,1009.7,0,ENE,2.8,fall
2171,5,18.6,1012.7,0,ESE,1.4,fall
2172,19,23,1011.5,0,NNE,1.5,fall
2173,38,-5.325,1031,0,NE,0.9,winter
2174,14,18.3,1009.2,0,SW,1.3,spring
2175,2,19.3,1013.1,0,N,0.6,fall
2176,5,23.4,998.8,0,NE,0.8,summer
2177,13,30.4,992.1,0,SSW,1.1,summer
2178,4,12.1,1013.2,0,WSW,0.6,fall
2179,2,16.1,1015,0,SSE,1.4,fall
2180,115,1.9,1026.7,0,SE,0.7,winter
2181,4,29.2,998.6,0,WNW,1.2,summer
2182,46,-1.2,1017.2,0,E,1.3,winter
2183,2,3.5,1021.9,0,NE,2.6,fall
2184,7.9968,27,988,0,NE,1.5,summer
2185,30,9.5,1015.8,0,SSW,0.9,spring
2186,4,19.5,1006.9,0,ENE,1.1,summer
2187,5,18.4,1019.3,0,SSW,2.7,spring
2188,2,7.4,1020.4,0,W,0.7,fall
2189,2,18.8,1005.8,0,SW,1.2,summer
2190,5,7.1,1010.8,0,SW,0.7,fall
2191,69,-0.4,1005.7,0,NE,0.3,spring
2192,11,-1.9,1021.8,0,SW,1.9,winter
2193,7,11.7,1005.7,0,W,0.8,fall
2194,15,6.7,1014.2,0,NNE,1.5,winter
2195,4,30.1,991,0,ENE,0.9,summer
2196,2,0.1,1027.1,0,W,0.6,fall
2197,2,26.7,998.5,0,NW,1.1,summer
2198,2,13.7,1011.5,0,ENE,3.1,spring
2199,21,-2.8,1033.6,0,N,1.8,winter
2200,9,24.7,1006.8,0,SSW,2.9,fall
2201,3,8.9,1000.8,0,E,1.1,spring
2202,2,29.5,1002.2,0,S,2.5,fall
2203,6,29.8,993.8,0,SW,1.3,summer
2204,3,24.7,1009.4,0,WSW,4.6,spring
2205,2,26.9,1002.9,0.2,WSW,3.7,summer
2206,2,22.6,1013.3,0,NNW,2.3,fall
2207,2,15.1,1016.2,0,NE,1,fall
2208,3,32.7,1005.6,0,SSE,2.5,summer
2209,24,21.3,1009.4,0,WSW,2.1,fall
2210,1.1424,23.1,996.1,2.9,W,1,summer
2211,53,1.6,1019.1,0,NE,1,winter
2212,7,5.7,1022.6,0,NW,3.7,spring
2213,2,15.3,1014.8,0,NW,1.4,fall
2214,25,10.2,1006.5,0,W,4.2,fall
2215,70,3.3,1016.3,0,NNE,1.7,spring
2216,4,9.74,1024,0,SE,2.2,fall
2217,83,0.2,1019,0,SW,3.6,winter
2218,94,25.2,1004.7,0,SSW,1.3,spring
2219,3,22.2,1011.2,0,ENE,1.8,fall
2220,47,23.5,1002.3,0,ENE,2.6,spring
2221,2,19.2,1006.8,0,N,2.2,fall
2222,25,21,1005.8,0,WSW,1.4,spring
2223,43,6.9,1017.6,0,ENE,1.4,spring
2224,18,-5,1025.4,0,NE,1.5,winter
